sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,accessories_size,accessories_type,apparel_type,author_artist,bag_luggage_type,bedding_pattern,bed_bath_type,books_music_type,camera_megapixels,camera_type,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decor_type,description,electronic_type,fit,format,frame_style,gallery,gender,gendered,genre,gift_message_available,gift_wrapping_available,gift_wrapping_price,has_options,homeware_style,home_decor_type,image,image_label,jewelry_type,length,lens_type,luggage_size,luggage_style,luggage_travel_style,manufacturer,material,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,necklace_length,news_from_date,news_to_date,occasion,options_container,page_layout,price,required_options,shoe_size,shoe_type,short_description,size,sleeve_length,small_image,small_image_label,special_from_date,special_price,special_to_date,status,style,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,width,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams005b_1.jpg,,2,0,,,,,,,,,,,,,,,,
ams007,,Shoes,simple,Accessories/Shoes,"Default Category",base,,,,,,,,,,,Orange,,,"2013-03-05 11:18:18",,,,,,"Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.",,,,,,,,,,,,0,,,/a/m/ams005a_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Wingtip Cognac Oxford",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",375.0000,0,10,Casual,"Classic cognac wingtip with a modern silhouette--it only gets better with wear.",,,/a/m/ams005a_1.jpg,,,,,1,,2,/a/m/ams005a_1.jpg,,"2013-03-05 13:57:15",wingtip-cognac-oxford,wingtip-cognac-oxford-546.html,1,1.0000,M,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/m/ams005a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams005b_1.jpg,,2,0,,,,,,,,,,,,,,,,
ams008,,Shoes,simple,Accessories/Shoes,"Default Category",base,,,,,,,,,,,Orange,,,"2013-03-05 11:18:18",,,,,,"Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.",,,,,,,,,,,,0,,,/a/m/ams005a_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Wingtip Cognac Oxford",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",375.0000,0,11,Casual,"Classic cognac wingtip with a modern silhouette--it only gets better with wear.",,,/a/m/ams005a_1.jpg,,,,,1,,2,/a/m/ams005a_1.jpg,,"2013-03-05 13:57:15",wingtip-cognac-oxford,wingtip-cognac-oxford-547.html,1,1.0000,M,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/m/ams005a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams005b_1.jpg,,2,0,,,,,,,,,,,,,,,,
ams009,,Shoes,simple,Accessories/Shoes,"Default Category",base,,,,,,,,,,,Orange,,,"2013-03-05 11:18:18",,,,,,"Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.",,,,,,,,,,,,0,,,/a/m/ams005a_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Wingtip Cognac Oxford",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",375.0000,0,12,Casual,"Classic cognac wingtip with a modern silhouette--it only gets better with wear.",,,/a/m/ams005a_1.jpg,,,,,1,,2,/a/m/ams005a_1.jpg,,"2013-03-05 13:57:15",wingtip-cognac-oxford,wingtip-cognac-oxford-548.html,1,1.0000,M,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/m/ams005a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams005b_1.jpg,,2,0,,,,,,,,,,,,,,,,
ams010,,Shoes,simple,Accessories/Shoes,"Default Category",base,,,,,,,,,,,Blue,,,"2013-03-05 11:18:18",,,,,,"Suede loafer. Contrast stitching. Leather lined. Imported.",,,,,,,,,,,,0,,,/a/m/ams010a_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Suede Loafer, Navy",,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",310.0000,0,8,Loafers,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,/a/m/ams010a_1.jpg,,,,,1,,2,/a/m/ams010a_1.jpg,,"2013-03-05 13:57:15",suede-loafer-navy,suede-loafer-navy.html,1,1.0000,M,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/m/ams010a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams010b_1.jpg,,2,0,,,,,,,,,,,,,,,,
ams011,,Shoes,simple,Accessories/Shoes,"Default Category",base,,,,,,,,,,,Blue,,,"2013-03-05 11:18:18",,,,,,"Suede loafer. Contrast stitching. Leather lined. Imported.",,,,,,,,,,,,0,,,/a/m/ams010a_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Suede Loafer, Navy",,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",310.0000,0,9,Loafers,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,/a/m/ams010a_1.jpg,,,,,1,,2,/a/m/ams010a_1.jpg,,"2013-03-05 13:57:15",suede-loafer-navy,suede-loafer-navy-546.html,1,1.0000,M,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/m/ams010a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams010b_1.jpg,,2,0,,,,,,,,,,,,,,,,
ams012,,Shoes,simple,Accessories/Shoes,"Default Category",base,,,,,,,,,,,Blue,,,"2013-03-05 11:18:18",,,,,,"Suede loafer. Contrast stitching. Leather lined. Imported.",,,,,,,,,,,,0,,,/a/m/ams010a_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Suede Loafer, Navy",,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",310.0000,0,10,Loafers,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,/a/m/ams010a_1.jpg,,,,,1,,2,/a/m/ams010a_1.jpg,,"2013-03-05 13:57:15",suede-loafer-navy,suede-loafer-navy-547.html,1,1.0000,M,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/m/ams010a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams010b_1.jpg,,2,0,,,,,,,,,,,,,,,,
ams013,,Shoes,simple,Accessories/Shoes,"Default Category",base,,,,,,,,,,,Blue,,,"2013-03-05 11:18:18",,,,,,"Suede loafer. Contrast stitching. Leather lined. Imported.",,,,,,,,,,,,0,,,/a/m/ams010a_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Suede Loafer, Navy",,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",310.0000,0,11,Loafers,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,/a/m/ams010a_1.jpg,,,,,1,,2,/a/m/ams010a_1.jpg,,"2013-03-05 13:57:15",suede-loafer-navy,suede-loafer-navy-548.html,1,1.0000,M,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/m/ams010a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams010b_1.jpg,,2,0,,,,,,,,,,,,,,,,
ams014,,Shoes,simple,Accessories/Shoes,"Default Category",base,,,,,,,,,,,Blue,,,"2013-03-05 11:18:18",,,,,,"Suede loafer. Contrast stitching. Leather lined. Imported.",,,,,,,,,,,,0,,,/a/m/ams010a_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Suede Loafer, Navy",,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",310.0000,0,12,Loafers,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,/a/m/ams010a_1.jpg,,,,,1,,2,/a/m/ams010a_1.jpg,,"2013-03-05 13:57:15",suede-loafer-navy,suede-loafer-navy-549.html,1,1.0000,M,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/m/ams010a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/m/ams010b_1.jpg,,2,0,,,,,,,,,,,,,,,,
abl000,,Accessories,simple,"Accessories/Bags & Luggage","Default Category",base,,"Bags & Luggage",,,Handbags,,,,,,Black,,,"2013-03-05 11:18:18",,,,,,"Pebbled leather. Contrast stitching. Fold over flap with Fasten closure. Crossbody strap. 6"" x 8"" x 0.75"".",,,,,,Female,,,,,,1,,,/a/b/abl000_4.jpg,,,,,,Frequent,,,Leather,,,,,,,"Use config","Use config","Isla Crossbody Handbag",,,,,"Product Info Column","1 column",290.0000,1,,,"Form follows function with this decidedly chic mini bag. ",,,/a/b/abl000_4.jpg,,,,,1,,2,/a/b/abl000_4.jpg,,"2013-05-17 00:48:08",isla-crossbody-handbag,isla-crossbody-handbag.html,4,1.0000,,13.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl000_4.jpg,,1,1,,area,Monogramming,0,50.0000,,150,0,,,,,,,,
abl001,,Accessories,simple,"Accessories/Bags & Luggage","Default Category",base,,"Bags & Luggage",,,Handbags,,,,,,Ivory,,,"2013-03-05 11:18:18",,,,,,"Leather. Silver hardware. Inside open pocket. Fasten closure, fabric lining. Handles with 7"" drop. 14"" x 3.5"" x 9"". Imported.",,,,,,Female,,,,,,0,,,/a/b/abl001_1.jpg,,,,,,Frequent,,,Leather,,,,,,,"Use config","Use config","Florentine Satchel Handbag",,,,,"Product Info Column","1 column",625.0000,0,,,"Carry it all with the spacious and stylishFlorentine Satchel.",,,/a/b/abl001_1.jpg,,,,,1,,2,/a/b/abl001_1.jpg,,"2013-03-20 22:33:48",florentine-satchel-handbag,florentine-satchel-handbag.html,4,1.0000,," -35.0000",0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl001_1.jpg,,1,1,,,,,,,,,,,,,,,,
abl002,,Accessories,simple,"Accessories/Bags & Luggage","Default Category",base,,"Bags & Luggage",,,"Laptop Bag",,,,,,Black,,,"2013-03-05 11:18:18",,,,,,"Pebble textured leather tabled case. Top zip closure. Exterior zipper pocket. Fully lined with back wall slip pocket. 8.75"" x 11"" x .5"". Imported.",,,,,,"Male or Female",,,,,,0,,,/a/b/abl002b_1.jpg,,,,,,Business,,,Leather,,,,,,,"Use config","Use config","Flatiron Tablet Sleeve",,,,,"Product Info Column","1 column",150.0000,0,,,"Protect your tablet with our minimal tablet sleeve.",,,/a/b/abl002b_1.jpg,,,,,1,,2,/a/b/abl002b_1.jpg,,"2013-03-20 22:33:32",leather-tablet-sleeve,leather-tablet-sleeve.html,4,1.0000,,23.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl002a_1.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl002b_1.jpg,,1,0,,,,,,,,,,,,,,,,
abl003,,Accessories,simple,VIP,"Default Category",base,,"Bags & Luggage",,,Briefcase,,,,,,Black,,,"2013-04-04 11:18:18",,,,,,"Leather, with flap closure. Padded carrying handles. Main compartment has padded laptop pocket, file section and organizer panel. Quick access back pocket. Padded adjustable shoulder strap. 16"" x 12"" x 3.5"". Domestic.",,,,,,Male,,,,No,,0,,,/a/b/abl003b_1.jpg,,,,,,Business,,,Leather,,,,,,,"Use config","Use config","Broad St. Flapover Briefcase",,,,,"Product Info Column","1 column",570.0000,0,,,"Make an impression at overseas business meetings.",,,/a/b/abl003b_1.jpg,,,,,1,,2,/a/b/abl003b_1.jpg,,"2014-11-24 15:58:33",flapover-briefcase,flapover-briefcase.html,4,1.0000,,24.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl003a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,"Accessories/Bags & Luggage","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl003b_1.jpg,,2,0,,,,,,,,,,,,,,,,
abl004,,Accessories,simple,VIP,"Default Category",base,,"Bags & Luggage",,,Business,,,,,,,,,"2013-04-04 11:18:18",,,,,,"Leather. 4"" x 6.5"" x 0.5""",,,,,,,,,,No,,0,,,/a/b/abl004a_1.jpg,,,,,,Frequent,,,Leather,,,,,,,"Use config","Use config","Houston Travel Wallet",,,,,"Product Info Column","3 columns",210.0000,0,,,"Just the right size for your passport, tickets and other essentials, this leather wallet is the perfect travel carry all.",,,/a/b/abl004a_1.jpg,,,,,1,,2,/a/b/abl004a_1.jpg,,"2014-11-24 15:59:12",rolls-travel-wallet,rolls-travel-wallet.html,4,1.0000,,18.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl004a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,"Accessories/Bags & Luggage","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl004b_1.jpg,,2,0,,,,,,,,,,,,,,,,
abl005,,Accessories,simple,"Accessories/Bags & Luggage","Default Category",base,,"Bags & Luggage",,,Luggage,,,,,,Blue,,,"2013-03-05 11:18:18",,,,,,"Zip closure. Water resistant hard polycarbonate shell. All direction spinner wheels. Retractable plastic handle. Cross strap interior. 29"" x 20"" x 13"".",,,,,,"Male or Female",,,,,,0,,,/a/b/abl005a_1.jpg,,,,,"29""",Weekend,colorful,,Other,,,,,,,"Use config","Use config","Roller Suitcase",,,,,"Product Info Column","1 column",650.0000,0,,,"No more baggage claim mixups! Our Roller in bold cobalt blue is sure to standout in a sea of suitcases.",,,/a/b/abl005a_1.jpg,,,,,1,,2,/a/b/abl005a_1.jpg,,"2013-03-20 22:35:26",roller-suitcase,roller-suitcase.html,4,1.0000,,15.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl005a_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl005b_1.jpg,,2,0,,,,,,,,,,,,,,,,
abl006,,Accessories,simple,"Accessories/Bags & Luggage","Default Category",base,,"Bags & Luggage",,,Luggage,,,,,,Black,,,"2013-03-05 11:18:18",,,,,,"Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21"" x 17"" x 10"".",,,,,,"Male or Female",,,,,,0,,,/a/b/abl0006a_2.jpg,,,,,"21""",Business,classic,,Other,,,,,,,"Use config","Use config","Classic Hardshell Suitcase 21""",,"2013-03-01 00:00:00",,,"Product Info Column","1 column",650.0000,0,,,"Some like it classic. This luggage provides ample room for multiday trips.",,,/a/b/abl0006a_2.jpg,,,,,1,,2,/a/b/abl0006a_2.jpg,,"2013-03-20 00:49:49",classic-hardshell-suitcase,classic-hardshell-suitcase.html,1,1.0000,,15.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl006b_1.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl0006a_2.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl0008_1.jpg,,3,0,,,,,,,,,,,,,,,,
abl007,,Accessories,simple,"Accessories/Bags & Luggage","Default Category",base,,"Bags & Luggage",,,Luggage,,,,,,Black,,,"2013-03-05 11:18:19",,,,,,"Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 29"" x 20"" x 13"".",,,,,,"Male or Female",,,,,,0,,,/a/b/abl0006a_3.jpg,,,,,"29""",Business,classic,,Other,,,,,,,"Use config","Use config","Classic Hardshell Suitcase 29""",,"2013-03-01 00:00:00",,,"Product Info Column","1 column",750.0000,0,,,"Some like it classic. This luggage provides ample room for multiday trips.",,,/a/b/abl0006a_3.jpg,,,,,1,,2,/a/b/abl0006a_3.jpg,,"2013-03-20 00:49:31",classic-hardshell-suitcase,classic-hardshell-suitcase-582.html,1,1.0000,,13.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl006b_1.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl0008_2.jpg,,3,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl0006a_3.jpg,,1,0,,,,,,,,,,,,,,,,
hdb000,,"Home & Decor",simple,"Home & Decor/Bed & Bath","Default Category",base,,,,,,,Bath,,,,Yellow,,,"2013-03-05 11:18:19",,,,,N/A,"Lemon flower and Aloe Vera extract. Super moisturizing. ",,,,,,,,,,,,0,,"Bed & Bath",/h/d/hdb000_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Body Wash with Lemon Flower Extract and Aloe Vera",,,,,"Product Info Column","1 column",28.0000,0,,,"A rich lather, infused with lemon flower awakens the senses.",,,/h/d/hdb000_1.jpg,,,,,1,,2,/h/d/hdb000_1.jpg,,"2013-03-20 22:16:06",body-wash-with-lemon-flower-extract-and-aloe-vera,body-wash-with-lemon-flower-extract-and-aloe-vera.html,4,1.0000,,13.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/h/d/hdb000_1.jpg,,1,1,,,,,,,,,,,,,,,,
hdb001,,"Home & Decor",simple,"Home & Decor/Bed & Bath","Default Category",base,,,,,,,Bath,,,,Pink,,,"2013-03-05 11:18:19",,,,,N/A,"100% pure Dead Sea salts. Fragrance.",,,,,,,,,,,,0,,"Bed & Bath",/h/d/hdb001_2.jpg,,,,,,,,,Crystal,,,,,,,"Use config","Use config","Bath Minerals and Salt",,,,,"Product Info Column","1 column",25.0000,0,,,"Just what your body needs after a long day on the road. Soak, relax and reenergize with 100% natural Dead Sea salt crystals and minerals.",,,/h/d/hdb001_2.jpg,,,,,1,,2,/h/d/hdb001_2.jpg,,"2013-03-20 22:46:34",bath-minerals-and-salt,bath-minerals-and-salt.html,4,1.0000,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/h/d/hdb001_2.jpg,,1,1,,,,,,,,,,,,,,,,
hdb002,,"Home & Decor",simple,"Home & Decor/Bed & Bath","Default Category",base,,,,,,,Bath,,,,White,,,"2013-03-05 11:18:19",,,,,N/A,"Milk and shea extracts. Long lasting moisturizer. 100% natural and gentle enough for sensitive skin. Fast absorbing. Non greasy. 250mL/8.4oz. Domestic.",,,,,,,,,,,,0,,"Bed & Bath",/h/d/hdb002_1.jpg,,,,,,,,,Shea,,,,,,,"Use config","Use config","Shea Enfused Hydrating Body Lotion",,,,,"Product Info Column","1 column",28.0000,0,,,"Experience the perfect escape with this irresistable blend of milk extract and shea.",,,/h/d/hdb002_1.jpg,,,,,1,,2,/h/d/hdb002_1.jpg,,"2013-03-20 22:16:25",shea-enfused-hydrating-body-lotion,shea-enfused-hydrating-body-lotion.html,4,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/h/d/hdb002_1.jpg,,1,1,,,,,,,,,,,,,,,,
hdb005,,"Home & Decor",simple,"Home & Decor/Bed & Bath","Default Category",base,,,,,,Solid,Bed,,,,Orange,,,"2013-03-05 11:18:19",,,,,Throw,"20"" x 20"". Raw Silk. Hidden zipper closure. Interior pillow included. 100% polyester fill. Dry clean. Imported.",,,,,,,,,,,,0,,"Bed & Bath",/h/d/hdb005_1.jpg,,,,,,,,,Silk,,,,,,,"Use config","Use config","Titian Raw Silk Pillow",,,,,"Block after Info Column","1 column",125.0000,0,,,"An exquisite home accent, our bazaar inspired raw silk square pillow is a statement in luxury. Interior pillow included.",,,/h/d/hdb005_1.jpg,,,,,1,,2,/h/d/hdb005_1.jpg,,"2013-05-17 01:47:56",titian-raw-silk-pillow,titian-raw-silk-pillow.html,4,1.0000,,24.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,all,all,2.0000,110.0000,,,,88,/h/d/hdb005_1.jpg,,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,all,3.0000,100.0000,,,,,,,,,,,,,,,,,,,,,,,,
hdb006,,"Home & Decor",simple,"Home & Decor/Bed & Bath","Default Category",base,,,,,,Print,Bed,,,,Ivory,,,"2013-03-05 11:18:19",,,,,Throw,"20"" x 20"". Printed polyester. Hidden zipper closure. Interior pillow included. 100% polyester fill. Spot clean. Imported.",,,,,,,,,,,,0,Modern,"Bed & Bath",/h/d/hdb006_1.jpg,,,,,,,,,Other,,,,,,,"Use config","Use config","Shay Printed Pillow",,,,,"Product Info Column","1 column",210.0000,0,,,"A distinctive printed pillow that fills any room with classic appeal.",,,/h/d/hdb006_1.jpg,,,,,1,,2,/h/d/hdb006_1.jpg,,"2013-03-20 23:48:01",shay-printed-pillow,shay-printed-pillow.html,4,1.0000,,23.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/h/d/hdb006_1.jpg,,1,1,,,,,,,,,,,,,,,,
